,SIDM00680,SIDM00571,SIDM00301,SIDM01062,SIDM00943,SIDM00870,SIDM01037,SIDM01188,SIDM01002,SIDM00833,SIDM00562,SIDM00534,SIDM00789,SIDM00371,SIDM00633,SIDM00928,SIDM00630,SIDM00776,SIDM00670,SIDM00217,SIDM01186,SIDM00950,SIDM00879,SIDM00488,SIDM00136,SIDM00934,SIDM00193,SIDM01138,SIDM00834,SIDM00469,SIDM00839,SIDM00359,SIDM00537,SIDM00214,SIDM00841,SIDM00531,SIDM00148,SIDM00954,SIDM01135,SIDM01165,SIDM00541,SIDM00216,SIDM00772,SIDM00629,SIDM00874,SIDM00826,SIDM00487,SIDM00812,SIDM00957,SIDM01233,SIDM00272,SIDM00241,SIDM00881,SIDM01137,SIDM00533,SIDM00782,SIDM00971,SIDM00940,SIDM00097,SIDM00777,SIDM00582,SIDM00146,SIDM00835,SIDM00664,SIDM00673,SIDM00898,SIDM00529,SIDM00132,SIDM00933,SIDM00130,SIDM01042,SIDM00282,SIDM00885,SIDM01197,SIDM00122,SIDM01096,SIDM00628,SIDM00053,SIDM00944,SIDM00527,SIDM00049,SIDM00832,SIDM00631,SIDM00135,SIDM00882,SIDM00872,SIDM00583,SIDM01187,SIDM00774,SIDM00781,SIDM00842,SIDM00505,SIDM00884,SIDM00042,SIDM00677,SIDM00893,SIDM00899,SIDM00411,SIDM00837,SIDM00875,SIDM00118,SIDM00681,SIDM00866,SIDM00498,SIDM00963,SIDM00877,SIDM01056,SIDM00892,SIDM00150,SIDM00660,SIDM00778,SIDM01139,SIDM00528,SIDM01090,SIDM00455,SIDM00779,SIDM00783,SIDM00675,SIDM00878,SIDM01001,SIDM00938,SIDM01136,SIDM00332,SIDM00453,SIDM00920
SIDM00528,0.92336935,0.91755587,0.91827095,0.9239675,0.92401624,0.92457193,0.92647856,0.8971605,0.9308088,0.9094878,0.92616373,0.9283109,0.9315514,0.92243826,0.9190665,0.9341808,0.9139111,0.9249688,0.9169253,0.91889054,0.9183816,0.9143364,0.89362377,0.91427076,0.9269267,0.9217848,0.93633926,0.9349524,0.91662335,0.9145781,0.91825575,0.920673,0.9248244,0.9276163,0.91409373,0.9345544,0.9159576,0.901991,0.92712706,0.92571086,0.92197615,0.92785436,0.9318809,0.9103361,0.9162744,0.9159247,0.93084514,0.9209421,0.9160866,0.9012063,0.9310825,0.9238865,0.9026102,0.93487483,0.92834264,0.93315905,0.93299216,0.9090879,0.917554,0.9236092,0.9219115,0.9239169,0.91763246,0.90726954,0.9184933,0.9147958,0.880559,0.9244139,0.89553046,0.92160136,0.9218699,0.9243226,0.9021748,0.9147663,0.9042411,0.9254555,0.9202394,0.9053442,0.9162163,0.89669865,0.92529994,0.93410873,0.91149616,0.8976026,0.91185147,0.9147315,0.9079328,0.9172305,0.9165672,0.89827573,0.8890493,0.92183506,0.907194,0.9147509,0.92573595,0.91186076,0.91795987,0.9158798,0.9181294,0.91376394,0.9258488,0.909173,0.9071796,0.9276983,0.9272339,0.892982,0.9192782,0.9251055,0.9052747,0.9243103,0.9164838,0.9316761,1.0,0.92188287,0.92718524,0.88488376,0.92525846,0.88961065,0.9083285,0.8770303,0.9291531,0.927855,0.90692216,0.921663,0.9247843
SIDM01090,0.92530596,0.91432613,0.91688836,0.91894644,0.92057437,0.91367495,0.921505,0.89488405,0.92183757,0.9057322,0.9201969,0.9277804,0.93008643,0.92067474,0.911268,0.9287485,0.9069291,0.9205668,0.91477025,0.9161086,0.90995127,0.91265506,0.8869475,0.91462433,0.92592746,0.9184702,0.93027014,0.9307427,0.91295004,0.9158556,0.91674507,0.918593,0.92505157,0.92596877,0.91808546,0.9294093,0.9068389,0.9000904,0.92452097,0.9235525,0.9209248,0.92682445,0.92317647,0.90990686,0.9108822,0.9161136,0.92859674,0.917733,0.9126544,0.8991535,0.91974795,0.91508883,0.8947142,0.93016696,0.9243658,0.92864877,0.9261021,0.90875757,0.90883595,0.9201854,0.9179672,0.9228844,0.913825,0.90623444,0.9138759,0.9086626,0.8778709,0.9202325,0.89404166,0.9187866,0.91378385,0.9202886,0.90142894,0.9144481,0.90316755,0.9215435,0.9155617,0.9037263,0.9143836,0.8996102,0.92254615,0.93248945,0.9017783,0.89703816,0.9021393,0.91059303,0.906722,0.9091717,0.9126406,0.8995004,0.8907073,0.91871965,0.9049688,0.9141983,0.9249907,0.9062445,0.9162959,0.91064256,0.92331,0.91232336,0.9268012,0.90645367,0.9048286,0.92602897,0.91694796,0.8914911,0.91239035,0.9149778,0.9052906,0.9221598,0.9143801,0.9277741,0.92188287,1.0,0.92311996,0.8816496,0.9278902,0.88569176,0.9055286,0.8746299,0.9199486,0.9248368,0.9001428,0.92243254,0.91680366
SIDM00455,0.9234347,0.9237622,0.92202073,0.92862046,0.9328932,0.9202143,0.92839825,0.90136546,0.9297895,0.9071643,0.92205095,0.93231905,0.9300513,0.92240316,0.91806006,0.93940896,0.91347784,0.93069965,0.92305815,0.9213792,0.9170494,0.9204761,0.89065486,0.91557485,0.92746204,0.92648286,0.9361378,0.94261557,0.9155298,0.9206687,0.9230536,0.92609185,0.92409134,0.92872775,0.9153677,0.94076455,0.91368747,0.89847493,0.93574995,0.9352862,0.9229728,0.9282668,0.93051624,0.91288453,0.9206886,0.9168658,0.9320958,0.9249034,0.91869247,0.9005575,0.9273805,0.91535044,0.9002852,0.9421658,0.9327232,0.9387182,0.92877847,0.91265154,0.9157863,0.92805684,0.92781794,0.9296062,0.9173448,0.9136186,0.9215241,0.91513103,0.8807639,0.92893904,0.8977061,0.92742145,0.9151165,0.9266631,0.9010861,0.91478074,0.907211,0.9299302,0.9229872,0.90468496,0.9206602,0.8961803,0.92507464,0.93528014,0.9032205,0.8999109,0.9080322,0.9171769,0.9077126,0.9106908,0.9177432,0.89799345,0.8877552,0.925334,0.9095869,0.9151529,0.9279136,0.91326725,0.92388767,0.9171321,0.91889256,0.9140671,0.926581,0.914236,0.9112921,0.92964107,0.9237313,0.89532787,0.9178478,0.9203422,0.9110453,0.9294115,0.9233421,0.93962294,0.92718524,0.92311996,1.0,0.8846728,0.92612135,0.8890125,0.91041917,0.87787336,0.9251715,0.93590426,0.90080756,0.92828554,0.9225136
SIDM00779,0.8826343,0.8818604,0.88253266,0.88285255,0.8848253,0.8806616,0.88255835,0.8675298,0.8855609,0.8724188,0.8814642,0.88619864,0.8854745,0.88195854,0.87827176,0.88780606,0.8771431,0.88404036,0.8804437,0.88094115,0.87873816,0.87924635,0.8647087,0.8762266,0.8851958,0.88314074,0.88854694,0.8888246,0.8778708,0.8802407,0.88266546,0.883379,0.8830927,0.8845742,0.8797926,0.88860285,0.8772757,0.86781013,0.88583416,0.8852603,0.8822409,0.8862049,0.8853363,0.87652797,0.8784839,0.8783038,0.8868736,0.8834244,0.88021576,0.8694788,0.88480455,0.87869424,0.8693509,0.8893991,0.8860196,0.889616,0.8846101,0.87575275,0.87814635,0.88483375,0.8832606,0.8838555,0.87714165,0.8749183,0.8815096,0.8771568,0.85622543,0.8832088,0.86874884,0.88343805,0.87768835,0.88332963,0.86767924,0.8777868,0.87250763,0.8852717,0.8806719,0.86933565,0.88111794,0.86608493,0.88384163,0.88876504,0.8703151,0.8675769,0.8733436,0.8781335,0.87266326,0.8735277,0.8784608,0.8675607,0.86345446,0.88247716,0.87503684,0.8760214,0.8835131,0.8756707,0.88240707,0.8758844,0.878707,0.8755474,0.88498336,0.8760876,0.87396055,0.8837564,0.8826175,0.8649118,0.87923807,0.8817295,0.87642133,0.8863621,0.88109785,0.88756424,0.88488376,0.8816496,0.8846728,1.0,0.88369095,0.8616064,0.8748063,0.85392785,0.88367915,0.8862532,0.86984766,0.8837231,0.8822779
SIDM00783,0.92868704,0.9186416,0.91982013,0.92367595,0.92476046,0.91626775,0.92457694,0.9008275,0.9256201,0.90968287,0.9226074,0.93180436,0.9344876,0.9233219,0.91475725,0.93296367,0.90998286,0.9240805,0.91834456,0.9186694,0.91305214,0.91400355,0.88873357,0.9176538,0.9294038,0.922502,0.9333509,0.93443215,0.91488075,0.9163935,0.91918087,0.92341346,0.929981,0.9294361,0.9214629,0.9328924,0.90969694,0.9018469,0.9267276,0.92522275,0.9241073,0.9304959,0.9260668,0.9106308,0.9137794,0.9190705,0.93254197,0.92004025,0.9156278,0.90190035,0.92212087,0.91778946,0.89757943,0.93484074,0.9272804,0.9317796,0.92917806,0.90964574,0.91173404,0.9243011,0.9223223,0.92351997,0.91702193,0.9076007,0.91681314,0.91165185,0.88030535,0.9226581,0.89647186,0.9234016,0.916397,0.92223567,0.90415424,0.9166849,0.9038916,0.9241297,0.91837907,0.9070758,0.91787004,0.89958805,0.9248814,0.9347199,0.9050583,0.8986092,0.90435857,0.91295576,0.9086852,0.9128243,0.91498816,0.9037672,0.89329195,0.92074734,0.90699816,0.91819036,0.9280002,0.9084833,0.9193405,0.9138088,0.9262387,0.9162719,0.9293167,0.9093917,0.9091283,0.9300251,0.91973937,0.89285976,0.91464704,0.9180401,0.90802467,0.9249931,0.9174942,0.9324562,0.92525846,0.9278902,0.92612135,0.88369095,1.0,0.88751405,0.9072188,0.8776364,0.92200774,0.92754537,0.90446126,0.9215078,0.9194735
SIDM00675,0.8863943,0.884761,0.8877272,0.88905543,0.8906476,0.8872031,0.88847923,0.873241,0.89039207,0.8800001,0.88478446,0.88822484,0.8905039,0.8855587,0.8840867,0.8915565,0.88115174,0.8883488,0.88509375,0.88556397,0.8825784,0.8829057,0.87031746,0.88487244,0.8875606,0.8892574,0.8914399,0.89307654,0.8788762,0.88367444,0.8865864,0.88639545,0.8870865,0.8876141,0.8820791,0.8933931,0.88259774,0.87449974,0.89243764,0.8910835,0.88487095,0.88797647,0.8888395,0.8818096,0.88879585,0.88164395,0.8890609,0.8864814,0.8863375,0.8726793,0.88987595,0.8846896,0.87610143,0.8926894,0.89026487,0.8922623,0.88880557,0.8823137,0.8853697,0.8876034,0.88850784,0.8903211,0.88137454,0.8790538,0.8877401,0.8822994,0.8656193,0.8869534,0.8742697,0.88865584,0.8814702,0.88679063,0.87657404,0.88056296,0.8787879,0.88845944,0.8882662,0.8771871,0.8840987,0.8706904,0.8866962,0.89110434,0.87898576,0.8746306,0.8787179,0.88535345,0.8776192,0.87915885,0.8851527,0.87219805,0.86364675,0.88633263,0.8837222,0.88221425,0.8863331,0.88495606,0.8847998,0.883213,0.8826516,0.8830548,0.8884472,0.87905407,0.8846897,0.8883526,0.8873619,0.87539953,0.885064,0.88817817,0.8791638,0.88861823,0.8860891,0.8919429,0.88961065,0.88569176,0.8890125,0.8616064,0.88751405,1.0,0.88236165,0.85626566,0.8887007,0.8915918,0.8730842,0.8897956,0.88812166
SIDM00878,0.9049351,0.903693,0.9046638,0.9076423,0.90983665,0.90456104,0.90839875,0.8873568,0.9107921,0.8929781,0.90583694,0.90971005,0.91010916,0.90390056,0.9019972,0.9149345,0.898419,0.90892756,0.9047545,0.9045666,0.9018557,0.90125906,0.881945,0.9000244,0.90724117,0.9074492,0.9134626,0.91619474,0.8985137,0.9019896,0.90556663,0.9066002,0.9063158,0.9085401,0.89862055,0.9148125,0.8987199,0.89177996,0.91161436,0.91037613,0.90389097,0.9084253,0.910828,0.8989028,0.9031698,0.89888746,0.9106423,0.9062631,0.9031356,0.8885648,0.90936196,0.90226907,0.8891048,0.9157672,0.9105194,0.9154089,0.9100216,0.89728016,0.900509,0.9080262,0.90714765,0.9090242,0.8994958,0.89614165,0.90619755,0.9006643,0.87519765,0.9071158,0.8875603,0.90716404,0.9005199,0.9074992,0.8901436,0.8989179,0.89427334,0.90961456,0.9064924,0.8895154,0.9035575,0.8848512,0.90585804,0.9132369,0.8891092,0.8892849,0.89503103,0.90216035,0.8931029,0.8968588,0.90820825,0.88565505,0.87775534,0.9059168,0.8990078,0.89817196,0.9067197,0.8982667,0.9051403,0.89790183,0.9018327,0.8982461,0.9072022,0.896204,0.8996121,0.9085673,0.90608114,0.8889084,0.902102,0.90646726,0.89568025,0.9094036,0.9038141,0.9139378,0.9083285,0.9055286,0.91041917,0.8748063,0.9072188,0.88236165,1.0,0.8682819,0.90921026,0.9105541,0.8883521,0.9083583,0.90702796
SIDM01001,0.8758933,0.8731939,0.8746691,0.87604934,0.8779845,0.87392294,0.8756211,0.8631377,0.87829876,0.8670459,0.8734332,0.87752765,0.87953144,0.8734156,0.8734934,0.88008815,0.8689323,0.87673223,0.87404454,0.87382036,0.871293,0.8722697,0.85728055,0.8705106,0.8768955,0.87677234,0.8803233,0.8813345,0.87059385,0.8728056,0.8750332,0.87628734,0.87657106,0.87774485,0.87415254,0.8806834,0.86988753,0.8630546,0.8782923,0.87759554,0.8760593,0.8775029,0.87858754,0.8696549,0.87217945,0.8729748,0.87900347,0.8775131,0.8745884,0.86168796,0.8775683,0.871695,0.86255515,0.88123137,0.8783752,0.8808979,0.87744695,0.86752486,0.87165165,0.87690747,0.8762109,0.8764761,0.8703035,0.8671028,0.8736644,0.8700391,0.8508952,0.8751868,0.8617373,0.87600124,0.8702829,0.87665224,0.86346996,0.8702825,0.8644202,0.8777296,0.87480223,0.863688,0.87554836,0.859453,0.87545943,0.8801982,0.86355335,0.86076224,0.86680424,0.87132716,0.86534816,0.86867505,0.8727962,0.86040974,0.85444874,0.87496674,0.8675999,0.8702316,0.8773762,0.8685596,0.8740348,0.8703162,0.87339854,0.8690602,0.8773628,0.8711624,0.86946887,0.87774336,0.8754568,0.860436,0.87278837,0.875897,0.8688124,0.878798,0.87296927,0.88039225,0.8770303,0.8746299,0.87787336,0.85392785,0.8776364,0.85626566,0.8682819,1.0,0.8780381,0.8786224,0.86330235,0.8756508,0.8755672
SIDM00938,0.92068136,0.9162044,0.9180191,0.92202955,0.9236968,0.9229913,0.9240756,0.89651656,0.9278631,0.90413654,0.9226082,0.9257585,0.92820066,0.91739064,0.9174465,0.9319752,0.91156703,0.9231145,0.91580606,0.91876775,0.91509104,0.91282284,0.89237183,0.9120101,0.9239224,0.92084813,0.9318181,0.9327808,0.9122981,0.91448516,0.91829765,0.91938484,0.9229596,0.92603636,0.91164464,0.9319838,0.9119268,0.9009126,0.9259511,0.9240284,0.91968495,0.92616355,0.9294339,0.9105503,0.9141583,0.9131554,0.92810637,0.9199712,0.9169187,0.8985685,0.92797613,0.919078,0.90061766,0.932894,0.92605555,0.93126386,0.92911464,0.90894675,0.9152628,0.92254645,0.92192215,0.92293537,0.9130787,0.90626276,0.91851866,0.914499,0.88054144,0.9225607,0.8965855,0.92010534,0.917918,0.92448163,0.9032599,0.91230774,0.9044523,0.9244853,0.92034096,0.9007614,0.91653544,0.89513695,0.9225895,0.9318945,0.90328205,0.89646906,0.9087086,0.913918,0.9043944,0.9129126,0.9173913,0.89595276,0.8876796,0.9206372,0.9071001,0.9093716,0.9233178,0.9099865,0.9173843,0.91142046,0.91572493,0.9106722,0.92334944,0.9083912,0.9066465,0.92407167,0.924563,0.89455855,0.91764176,0.924351,0.9053022,0.9241332,0.9163443,0.9294858,0.9291531,0.9199486,0.9251715,0.88367915,0.92200774,0.8887007,0.90921026,0.8780381,1.0,0.926046,0.90322745,0.9217098,0.92393184
SIDM01136,0.9247155,0.92396545,0.9221425,0.9285317,0.93476415,0.9218157,0.92909604,0.90373,0.9308112,0.9086922,0.9229514,0.9331936,0.9313702,0.9248304,0.9202335,0.9403315,0.9149788,0.9319551,0.926175,0.9220248,0.9187022,0.92332697,0.8921974,0.9183694,0.930015,0.93041515,0.9380509,0.94477475,0.91661817,0.9230498,0.9235097,0.928322,0.92512935,0.92951995,0.91643435,0.9435917,0.9145964,0.89923245,0.93666923,0.9336288,0.92388314,0.9290163,0.93191665,0.9138245,0.92130715,0.91890556,0.93245083,0.9273433,0.92094976,0.9017932,0.92885506,0.9168801,0.90188426,0.9439047,0.93564093,0.94063693,0.9300689,0.9133753,0.9164772,0.92957616,0.9283639,0.9317925,0.9201638,0.9135766,0.9243503,0.917213,0.881313,0.93193465,0.89814466,0.9314432,0.9153441,0.9275505,0.9026569,0.9168046,0.90755063,0.9328836,0.9240483,0.9084042,0.923025,0.8973358,0.92674047,0.93651533,0.9059389,0.90107054,0.90930265,0.9201873,0.90886605,0.912304,0.9186619,0.8992841,0.88745147,0.9241305,0.910531,0.91841453,0.9296401,0.9151997,0.92707634,0.9187664,0.9197594,0.9150126,0.92804164,0.9152912,0.91214806,0.93134975,0.9248179,0.89702743,0.9193851,0.92212313,0.9128822,0.93013734,0.92606723,0.9402875,0.927855,0.9248368,0.93590426,0.8862532,0.92754537,0.8915918,0.9105541,0.8786224,0.926046,1.0,0.9012637,0.9281241,0.9236272
SIDM00332,0.90389967,0.8963232,0.89638126,0.899076,0.9006242,0.89908886,0.90038496,0.88205427,0.9036882,0.8924885,0.90295684,0.9041985,0.9086467,0.8991655,0.89702636,0.90426785,0.89336437,0.8993519,0.8947536,0.89599085,0.8938939,0.8923136,0.8780424,0.8957637,0.9037602,0.8986881,0.9070797,0.90528876,0.89614767,0.893978,0.8963588,0.8982643,0.9051501,0.9038379,0.8968841,0.90513,0.89241534,0.88655996,0.90165824,0.8998713,0.9008653,0.9046498,0.90383244,0.8904011,0.89457357,0.8967246,0.9064147,0.89659506,0.89574045,0.8850223,0.90259063,0.90414345,0.88297164,0.90575206,0.90159446,0.90471065,0.9079598,0.88973856,0.89596176,0.8992254,0.89919055,0.89893794,0.8960532,0.88709986,0.8956085,0.8930436,0.8678212,0.89813787,0.8792939,0.89814305,0.9026183,0.8986832,0.8871816,0.8956632,0.88514495,0.89984626,0.89720774,0.89117175,0.89461607,0.8803349,0.90206563,0.9081545,0.8929182,0.8801446,0.89024657,0.89299184,0.89122677,0.89877063,0.8949546,0.8858356,0.8785086,0.8975113,0.888866,0.8981174,0.90288705,0.88962513,0.8954434,0.8948175,0.9003703,0.893652,0.9047534,0.8891512,0.888784,0.9039054,0.8999008,0.87803286,0.8963235,0.9002577,0.88784546,0.9005837,0.8945448,0.90429664,0.90692216,0.9001428,0.90080756,0.86984766,0.90446126,0.8730842,0.8883521,0.86330235,0.90322745,0.9012637,1.0,0.89815235,0.9007506
SIDM00453,0.91861117,0.9180715,0.9204089,0.9193922,0.92499876,0.9157494,0.92411286,0.8959148,0.9240412,0.90331674,0.91850555,0.9247972,0.9257236,0.9174103,0.9120631,0.9292446,0.9085074,0.9233,0.9163682,0.9178789,0.9129771,0.9156202,0.8900554,0.9130808,0.920795,0.92124355,0.9297873,0.9326552,0.9104516,0.91770506,0.9195957,0.91901755,0.9198717,0.92276144,0.91333187,0.93203187,0.9109318,0.89841026,0.9302491,0.92888147,0.9166995,0.9240226,0.9240685,0.91226065,0.91611254,0.9111191,0.92561275,0.91981924,0.91537607,0.8988979,0.92357206,0.9134052,0.8989009,0.93173957,0.926017,0.93074834,0.9229706,0.91365105,0.9132272,0.92018574,0.9212269,0.9277854,0.91130775,0.9098577,0.9166996,0.9114308,0.88219106,0.92155904,0.8987004,0.9204663,0.9111542,0.92138714,0.8990759,0.90985906,0.90705806,0.9230761,0.91981214,0.9008056,0.9163075,0.89489734,0.9190752,0.9289297,0.900296,0.89956754,0.9059357,0.9145899,0.90877473,0.90714,0.91452956,0.896535,0.88752186,0.9218419,0.9085537,0.9101665,0.92080706,0.9106302,0.91713214,0.91074747,0.9146436,0.9098782,0.92262536,0.90817845,0.9087459,0.9234197,0.92008775,0.896635,0.91437936,0.91624415,0.9091002,0.9249271,0.91877675,0.9285729,0.921663,0.92243254,0.92828554,0.8837231,0.9215078,0.8897956,0.9083583,0.8756508,0.9217098,0.9281241,0.89815235,1.0,0.9193839
SIDM00920,0.9178911,0.9139721,0.9155187,0.91932434,0.9212336,0.92034006,0.91961074,0.8948794,0.9268447,0.9022766,0.9186868,0.9228699,0.9236675,0.9151365,0.9149518,0.9279941,0.91247785,0.92111707,0.9155888,0.9153233,0.91436696,0.91053194,0.89507043,0.9094744,0.91998327,0.9184822,0.92762184,0.92964596,0.9095947,0.9115162,0.9169555,0.918111,0.9190691,0.92188966,0.90919,0.9284945,0.91261744,0.89788586,0.92495227,0.9220156,0.91632533,0.9220064,0.9271625,0.90697205,0.91356707,0.91128236,0.9238428,0.9171505,0.91538376,0.8964888,0.9261992,0.91657144,0.90187764,0.9292411,0.9235415,0.92878646,0.92629653,0.9067788,0.9166906,0.9213776,0.91878104,0.9204049,0.9100834,0.90491134,0.9161401,0.9121363,0.8794804,0.9186527,0.89570475,0.9188058,0.9148913,0.9192431,0.8986319,0.9103992,0.9025317,0.9221458,0.9175609,0.8992488,0.9139154,0.8920653,0.9181472,0.9267818,0.904243,0.89536846,0.9087401,0.913345,0.9019611,0.9091332,0.91453093,0.8949928,0.8854068,0.9178244,0.90575373,0.9082984,0.920153,0.9089264,0.91541475,0.9080034,0.9130223,0.907041,0.9208171,0.906745,0.90736204,0.92089415,0.92374015,0.89482725,0.91714036,0.9237049,0.9063134,0.92185545,0.91487604,0.9274444,0.9247843,0.91680366,0.9225136,0.8822779,0.9194735,0.88812166,0.90702796,0.8755672,0.92393184,0.9236272,0.9007506,0.9193839,1.0
