ttid , smile
D0E0JC , C1=CC=C(C=C1)CCCCCCC(=O)C2=NC=C(O2)C3=CC=CC=C3
D0E0JF , C1=CC(=CC=C1C2=CN(N=C2CC(=O)O)C3=CC=C(C=C3)F)Cl
D0E0JN , CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
D0E0JO , CC1(CC2=C(C(O1)(C)C)SC(=C2C(=O)N)NC(=O)C3=CC=NN3)C
D0E0JU , CCCCCCCCC(C)(C)C1=CC=C(C=C1)C2CCCC(C2)O
D0E0KG , CC1CC2=CC=CC=C2CN1
D0E0KQ , COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6
D0E0LI , C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(OC(C4O)N5C=NC6=C(N=CN=C65)N)CO)O)O)N
D0E0LL , CCC(CC(C(C)C1CCC2C1(CC=C3C2CCC4=CC(=O)CCC43C)C)O)C(C)C
D0E0LQ , CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
D0E0MH , CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCCS(=O)(=O)O)C)C)O
D0E0NM , CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5
D0E0OF , CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OCOC(C)(C)C)C)C4=COC=C4
D0E0OG , C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
D0E0OJ , C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
D0E0QG , C(CC(C(=O)O)N)CNC(=S)N
D0E0QT , C1C2=C(C=C(C=C2)[N+](=O)[O-])C3=C1C4=CC=CC=C4C(=O)N3
D0E0RW , COC1=C(C=C2C=CC(=O)OC2=C1)O
D0E0RY , CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C
D0E0SW , CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC
D0E0TA , C1=CC=C(C=C1)C2=CC(=C(C=C2)O)NC(=O)C3=CC=CC=C3
D0E0TD , C1=CC=C(C=C1)CCNCC2=CC=C(C=C2)OC3=CC=C(C=C3)C(=O)N
D0E0TK , C(=C(O)[O-])C(C(=O)[O-])O
D0E0VN , CC1C(C(C(C(O1)O)O)O)O
D0E0WQ , CCC1(C(=O)NC(=O)NC1=O)CC
D0E0XV , C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F
D0E0YW , CCOC(=O)C1=NOC(=N1)CCl
D0E0YY , CC(C1=CC(=C2C=CN=NC2=C1C3=CC(=CC=C3)F)Cl)NC4=NC=NC5=C4NC=N5
D0E0ZS , CC(=O)NC1=CC=CC(=C1)C2=CC=C(C=C2)CC3=CC=NC=C3
D0E0ZV , C1CCN(CC1)CC(=O)NC2=CC3=C(C=C2)N=C4C5=C(CCN4C3=O)C6=CC=CC=C6N5
D0E1BR , C1=CC(=CC=C1OC2=CC(=C(C=C2)F)CCCC(P(=O)([O-])[O-])S(=O)(=O)[O-])F
D0E1DB , C1C(ONC1=O)CN
D0E1EC , CC(C)C(C(=O)NCC(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCSC)C(=O)N)NC(=O)C(C)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CCC(=O)N)NC(=O)C5CCCN5C(=O)C(C(C)C)NC(=O)C6CCC(=O)N6
D0E1FQ , CC1=C(C(=CC=C1)C(C)C)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)NC(=O)C3CCCN3C(=O)C(CC4=C(C=C(C=C4C)O)C)N
D0E1HC , CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C.CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F
D0E1HP , C1=CC(=CC=C1C(CC(=O)O)(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)Cl
D0E1IO , C(C(C(=O)O)NC(=O)N)C(=O)O
D0E1JP , CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
D0E1KS , CCN1CCCC1CNC(=O)C2=CC=CC(=C2)CNC(=O)C3=CC4=C(C=C3)C5=C(C=NC=C5)OC4
D0E1KX , CN(C)C=O
D0E1NH , C(CCCCO)CCCNCO
D0E1NK , CN(C(=O)C=CC1=CC2=C(C=CC3=CC=CC=C32)C=C1)O
D0E1OC , C1=CC=C(C=C1)COC2=CC=CC=C2C(C3=CC(=CC=C3)F)OCC(C(=O)O)N
D0E1OJ , [Xe]
D0E1PL , CC1=CN=C(C=C1)CNCC2(CCN(CC2)C(=O)C3=CC(=C(C=C3)F)Cl)F
D0E1QI , CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)C=C3C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O
D0E1QP , C1CC(C2=C(C1)C3=CC=CC=C3N2)C(=O)N
D0E1RX , C1CCN(C1)CCCOC2=CC=CC=C2CC3=CC=CC=C3
D0E1SQ , CC1CN(CC(O1)C)C2=NC3=C(C(=NC(=N3)N4CC(OC(C4)C)C)N(CCO)CC(C)(C)O)N=C2C5=CC=CC=C5
D0E1SW , CC(=O)NC1=NN=C(S1)S(=O)(=O)N
D0E1UA , CCCCCCCCC(C(=O)O)O
D0E1UG , CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C(=O)OC)C)C
D0E1UZ , CCCCCCCN(CC1=CC=C(C=C1)CCC(C)C)C(=O)NC2=C(C=C(C=C2C)Cl)C
D0E1VV , CCC1(CC(=O)OCC2=C1C=C3C4=NC5=C(C=C(C(=C5)Cl)C)C(=C4CN3C2=O)CN6CCC(CC6)C)O.Cl
D0E1WH , C1CCC(CC1)C2CC2(C3=CC=C(C=C3)S(=O)(=O)C4CC4)C(=O)NC5=NC=C(S5)SCCN6CCCC6
D0E1WI , CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
D0E1WY , C1=CC=C(C=C1)C(C2=CC=CC=C2)N3C4=C(C=C(C=C4)Cl)C(=C3CCNS(=O)(=O)CC5=CC(=C(C=C5)Cl)Cl)CCCC6=CC=C(C=C6)C(=O)O
D0E1XD , B(C1=CC(=CC=C1)N)(O)O
D0E1XL , CCC(C(=O)N)N1CCCC1=O
D0E1YE , C1=CC(=CC=C1COC(=O)NCCCCC(C(=O)[O-])NC(=O)C(CCCCNC(=O)OC2=CC=C(C=C2)[N+](=O)[O-])[NH3+])[N+](=O)[O-]
D0E1YQ , C1=CC=C(C=C1)CCCCCCC(=O)C2=NC(=CO2)C(=O)N
D0E1ZS , CC(=CCCC(=CCC1=C(C=C(C=C1O)O)C2=CC3=C(O2)C=C(C=C3)O)C)C
D0E2AC , CCOCCOCCOCCOCCOCCOCC
D0E2AD , CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
D0E2BH , C(C1C(C(C(C2=NN=NN12)O)O)O)O
D0E2BI , CCC1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)OC3=CC=CC=C3F
D0E2CO , CN1C(=NN=N1)C(=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C=CC4CC(CC(=O)O4)O
D0E2CZ , CCOC1=CC2=C(C=C1)C(CN2)(C)C.CS(=O)(=O)O
D0E2FV , C1=CC=C(C=C1)CCN2C=NC3=C(N=CN=C32)N
D0E2FY , CC(C)OC1=CC=CC=C1N2CCNCC2
D0E2FZ , C1=CC(=C(C=C1C(=O)NC2=CN=C(N=C2)Cl)F)F
D0E2GV , CC(C)(C)[Si](C)(C)OC1C=C2CCN3C2C(C1O)C4=CC5=C(C=C4C3)OCO5
D0E2IG , C1=CC(=C(C(=C1F)C(=O)C(=O)C2=C(C(=CC(=C2)F)F)F)F)F
D0E2IH , C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OCCOCN4C=CC(=O)NC4=O
D0E2IN , CC(CN(C1=CC=CC=N1)C(=O)C2=CC=C(C=C2)C#N)N3CCN(CC3)C4=C5C(=CC=C4)OCCO5.Cl
D0E2IR , [NH4+]
D0E2JN , CC(C)N1C2=C(C=C(C(=C2)N)Cl)N=C1N3CCN(CC3)C
D0E2KC , C1=CC(=CC=C1C2=CC=C(C=C2)OS(=O)(=O)N)C(F)(F)F
D0E2LA , CN(C)CCNC1=NC2=C(C=CC(=C2)O)C3=C1C(=O)C4=CC=CC=C43
D0E2LR , C1CN(CCC1CCC2=C3C=CC=CC3=NN2)CC4=CC=CC=C4
D0E2LU , CN1C2=CC(=O)C=CC2=C3C1=C(C=C4C3=NC5=CC=CC=C5N4)O
D0E2MJ , CC(C(CC1=CC(=CC=C1)C(=N)N)C(=O)OC)NC(=O)C2=CC=C(C=C2)C3=CC=[N+](C=C3)[O-]
D0E2OG , CCCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N(C)C(CCCC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)O)N
D0E2OU , CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CC(C(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CSC6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C
D0E2PX , CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C.Cl.Cl
D0E2QN , COC1=NC(=CN=C1NS(=O)(=O)C2=C(C(=CC=C2)Cl)Cl)F
D0E2RV , CCCCCCCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
D0E2SI , CCOC1C(C(C=C(O1)C(=O)NC2=CC=CC=C2)C3=CSC4=CC=CC=C43)CCCO
D0E2TY , CC1=C(N(C2=C1C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl)CCC(=O)NS(=O)(=O)C
D0E2UQ , C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N
D0E2VC , CC1=C2CCNC(=O)C2=CC=C1
D0E2WF , C1CC(=NN=C(N)N)C2=C1C(=CC=C2)C(=N)N
D0E2WX , C1(=C(NC(=O)NC1=O)C(=O)O)F
D0E2XM , CC(=O)OC1=CC=CC2=C1NC3=C2C=CN=C3C4=CC5=CCC=CCCCCN6CCC4C7(C6)C5N8CCCCC=CC8C7
D0E2XP , CCCCCC=CCC=CCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O
D0E2XW , C1C2(C1(CNC2)F)C3=CC=CC=C3
D0E3AL , C1CN(CCN(C1)C2=C(C(=CC=C2)Cl)Cl)CCCCOC3=CC4=C(CCC(=O)N4)C=C3
D0E3BH , C1=CC(=CC(=C1)C(F)(F)F)C(=NOCCCCC(=O)O)C2=CN=CC=C2
D0E3CB , C1CN(CC2=C1C3=C(C(=C(C=C3)O)C=O)OC2=O)C(=N)N
D0E3CO , CCC1=CC=CC=C1NC2=NC3=C(O2)C=CC(=C3)C
D0E3DF , C1COC(CN1)C(C2=CC=CC=C2)OC3=CC=CC=C3I
D0E3DM , C1CNCC1OCC2=CC3=CC=CC=C3C=C2
D0E3ED , C1C2CN(CC2CN1C(=O)CCC3=C(C=C(C=C3)OC(F)(F)F)F)C(=O)C4=CC=C(C=C4)S(=O)(=O)N
D0E3ET , CCCCCCC(C)(C)C1=CC(=C2C(=C1)OC(=O)C3=C2C=C(C=C3)O)O
D0E3EY , CC1C(C(C(C(O1)OC2C(OC(C(C2(C)O)O)C)OC3=CC=CC4=C3C5=C6C7=C(C=CC(=C7C(=O)O5)C)OC(=O)C6=C4O)N)OC)O
D0E3FD , C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3
D0E3FK , COCCOC1=C2C(=CNC2=NC=C1)C3=NC(=NC=C3)N
D0E3FR , CC1=NN(C(=C1)NC(=O)NC2=CC(=C(C=C2)F)F)C3=CC=CC=C3
D0E3GI , C1=CC=C2C(=C1)C3=C(O2)C(=CC=C3)C4=CC=CC(=C4)CC(O)(P(=O)(O)O)P(=O)(O)O
D0E3HC , C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CSC=C5)N=C3
D0E3ID , C1C2=C(C=CC(=C2)I)NC3=NC(=O)CN31
D0E3IK , CCCOC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C
D0E3JP , CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
D0E3KD , C1=CC2=C(C=C(C=N2)C3=CC=C(C=C3)O)C4=C1C=CN=C4
D0E3LA , CCCCCCCCC1=CC=C(C=C1)NCC(CO)N
D0E3LP , C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N
D0E3MA , C=CC(=O)O
D0E3NT , C1=CC2=C(C=CC=N2)C(=C1)NC(=O)C(=CC3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)C#N
D0E3NZ , CCC1=C(NC(=O)C(=C1)CCC2=NC3=CC=CC=C3O2)C
D0E3OF , CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
D0E3OH , C1=CC(=CC(=C1)C#N)CC(CCCS)C(=O)O
D0E3OL , CN1CCN(CC1)C2=CC=C(C=C2)NC3=CC=NC4=CC=CC=C43
D0E3OT , CC1=CC(=C(C=C1)OCCF)C(=O)NCCCCN2CCC3=CC(=C(C=C3C2)OC)OC
D0E3OY , CCCCCN1C=C(C=C1C2=CC=CC=C2C(F)(F)F)C(=O)C3=CC=CC4=CC=CC=C43
D0E3OZ , C1=C[N+](=CC=C1C=NO)COC[N+]2=CC=C(C=C2)C=NO
D0E3PF , COC1=CC=C(C=C1)CCNC(=S)NC2=NC=CS2
D0E3RQ , CCC(C)C(C(=O)NC(CCCCN)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCCCNC(=O)CNC(=O)CNC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CC2=CC=C(C=C2)O)NC(=O)CNC(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CC4=CC=C(C=C4)O)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CCCN=C(N)N)NC(=O)C
D0E3RW , CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
D0E3SB , CC1(CCC(C2=C1C=CC(=C2)C(=NO)C3=CC4=C(C=C3)C=C(C=C4)C(=O)O)(C)C)C
D0E3SD , C1=CC(=NC=C1F)C2=NOC(=N2)C3=CC(=CC(=C3)C#N)F
D0E3SF , CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)OCC3(CCN(CC3)C4=C(C=C5C(=C4)N(C=C(C5=O)C(=O)O)C6CC6)F)OP(=O)(O)O)F
D0E3SH , CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO
D0E3ST , CCN1CCN(CC1)C(=O)CC2=CC=CC=C2
D0E3SX , CC#CC1=CC(=CN=C1)C2=CSC(=C2)C3(CC(=O)N(C(=N3)N)C)C
D0E3TC , CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
D0E3UM , C1CC(C2C(C1)C3=C(N2CC4=CC=C(C=C4)Cl)C=CC(=C3)F)CC(=O)O
D0E3VJ , CCSC1=NN=C(S1)NS(=O)(=O)N
D0E3VR , CCCCCN(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
D0E3WH , CC1=CC=C(C=C1)OCC#CC2=CC=CC(=N2)C
D0E3WQ , CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)C2=CC=CC=C2
D0E3WT , C1=CC=C(C=C1)C2=C(SC(=N2)C3=CC=CC=C3)CC(=O)O
D0E3XG , CCCCC1=NC(=C(N1CC2=CC3=C(C=C2)OC(=C3Br)C4=CC=CC=C4C5=NNN=N5)C(=O)O)Cl
D0E3ZC , CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
D0E4AB , C1=CC=C2C=C(C=CC2=C1)C(=O)NNC(=O)C3=CC=CC=C3F
D0E4AN , C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O
D0E4BT , C1CSCCN1C2=NC=CC(=N2)NCC3=CC=CC=C3
D0E4DR , C1=C2C(=NC=N1)N(C=N2)CC(P(=O)(O)O)P(=O)(O)O
D0E4DW , C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
D0E4FG , C1=CC=C(C=C1)CC2C(C(C(N(C(=O)N2CC3=CC(=CC=C3)N)CC4=CC(=CC=C4)N)CC5=CC=CC=C5)O)O
D0E4FJ , CCCCCCCCC=CCCCCCCCC=O
D0E4FM , CC(C)(C)COC1=C(C=C(C=C1)N2C=C(C=N2)C(=O)O)C#N
D0E4GG , CCOC(=O)C1=CCCCC1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl
D0E4GM , CC1=CN(C(=O)NC1=O)C2C=CC(O2)COP3(=O)OCC4=C(O3)C(=CC=C4)C5=CC=CC6=C5OC(OC6)(C)C
D0E4HB , C1CCC(=NNC2=NC(=CS2)C3=CC=CC=C3)CC1
D0E4IB , C1=CN(N=C1)C2=NC(=NC(=C2Br)N)N3C=CC=N3
D0E4JL , CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O.Cl
D0E4JU , CN(C(=O)C=CC1=CC2=CC=CC=C2C=C1)O
D0E4JX , CC(CC1=CNC2=CC=CC=C21)(C(=O)NCC(C3=CC=CC=C3)NC(=O)CCC(=O)O)NC(=O)OC4C5CC6CC(C5)CC4C6
D0E4KI , CCC(C(=O)N1C(CC2=C1C=CC=C2F)C(=O)NCC(F)(F)F)N
D0E4LB , CONC1=C2C(=NC(=N1)C#CCCCC#N)N(C=N2)C3C(C(C(O3)CO)O)O
D0E4LC , CC(C)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=CC=CC6=C5C=CC=N6)OC
D0E4LU , C1CC1CN2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F
D0E4ON , CCCCNC1=NC(C2=CC=CC=C2N1)C
D0E4OS , CCCCCCCCCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(C)O)C)O)O)O
D0E4OT , CCCCC(C)(C)C1=CC=C(C=C1)C2CC(CCC2CCCO)O
D0E4RG , CC(=O)OC1=CC=CC=C1C(=O)OCCCCCO[N+](=O)[O-]
D0E4SI , CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O.CCC(=O)O.C(C(C(=O)O)S)C(=O)O
D0E4SM , C1=CC=C(C(=C1)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])OC3=CC(=C(C=C3)C(=O)O)C(=O)O
D0E4UI , C1(=C(N=C(NC1=O)N)N)[N+](=O)[O-]
D0E4UT , C=CCCN1C=NC2=C(N=CN=C21)N
D0E4UV , CC1(C(=O)NC2=CC(=CC(=C2O1)C3=CN(C(=O)C4=C3C=CN4)C)OC)C
D0E4VQ , CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC4=CC=C(C=C4)OCCN(C)C)OC)C
D0E4WF , CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
D0E4WR , C(CCCC(=O)O)CCCC(=O)O
D0E4YP , CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)C[N+](C)(C)C5CCOCC5)C=C2.[I-]
D0E4YW , CCCSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(F)(F)P(=O)(O)O)O)O)O)N
D0E5CF , CCCCCCCCCCSCC(=O)C(F)(F)F
D0E5CI , C1CN(CCN1)C2=NC=CN3C2=NC=C3
D0E5DB , CNC(=O)N(N(CCCl)S(=O)(=O)C)S(=O)(=O)C
D0E5EB , C1=C(NC=N1)CCCCCN
D0E5EW , CC1=C2C(=CC=C1)C(=O)NC(=N2)C3=CC=CC=C3
D0E5FF , [Pt]
D0E5FV , CC(=CCC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)C
D0E5GI , CC(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3C(=O)O
D0E5GY , CC(C)CC(CC(=O)NO)C(=O)NC(C(=O)NC)C(C)(C)C
D0E5HC , COC1=CC2=C(C=C1)NC=C2CCC(=O)O
D0E5IM , COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O
D0E5IP , COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC
D0E5JC , C1=CN=C(N=C1)NCC2=CC=C(C=C2)CNC3=NC=CC=N3
D0E5MB , CCCC(C(=O)O)S(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)Cl
D0E5MK , C1=CC(=CC=C1C2=C([Se]N=C2)C3=CC=C(C=C3)Cl)Cl
D0E5NY , CC(C)(C)N1CCNC(C1)C(=O)N2CCN(CC2)C(=O)NC3=CC(=C(C=C3)Cl)F
D0E5OA , CCCCCOCC1COC2=C(O1)C=CC(=C2)C3CCC(C3)(COP(=O)(O)O)N
D0E5ON , C1CNCC(C1O)C(=O)O
D0E5QB , COC1=CC=CC=C1COCCCOC2=CC=C(C=C2)C3C(CNCC3OCC(CO)O)OCC4=CC5=CC=CC=C5C(=C4)OC
D0E5QE , CC1=CC2=C(C(=C1O)C)C3=C(N2)C=CC=N3
D0E5QN , CC(C1=CC(=CC=C1)C(=O)O)NCC(CP(=O)(CCCCCNC(=O)C2=CC(=C(C=C2O)N=[N+]=[N-])I)O)O
D0E5QO , C1CN2C=C(N=C2CN1CC3=CC4=C(C=C3)C(=CC(=N4)C(=O)N)C5=CC=C(C=C5)F)C(F)(F)F
D0E5UQ , C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N
D0E5VP , CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N5CC5)OC)N4C)N
D0E5VT , C1CC2=C(C3=CC=CC=C31)NC4=CC=CC=C24
D0E5WS , CC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)C
D0E5XA , CC1=C(C=CC(=C1)NC2=NC=C(C(=N2)NC3C4CC(C3C(=O)N)C=C4)F)N5CCN(CC5)C
D0E5XM , C1=C(NC=N1)CCCCN
D0E5YG , CC1(C(=O)NC(=O)N1)CS(=O)(=O)N2CCC(CC2)OC3=NC=C(C=C3)Cl
D0E5ZP , C1=CC2=C(C(=C1)C(F)(F)F)NC(=O)C2=O
D0E6AG , CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C3=CC=CC=C32)C(C)C4CCN(CC4)CC(F)(F)F)C)OC
D0E6AH , CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O
D0E6AP , CC(C)(C)C1=NN=C(O1)C(=O)CNC
D0E6BA , C1=C(C=C(C2=C1N=C(C(=N2)Cl)Cl)[N+](=O)[O-])Cl
D0E6BB , CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CNCCO)N)N)NC(=O)C(CCN)O)O
D0E6BI , CSCC1C(C(C(N1)C2=CNC3=C2N=CNC3=O)O)O
D0E6DI , C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)[N+](=O)[O-]
D0E6EP , CC1=C(C=C(C=C1)NC(=O)C2=CC=C(S2)C=CC(=O)NO)NC3=NC(=CS3)C4=CN=CC=C4
D0E6FO , CCOC(=O)C(CC1=CC=CC=C1)NC(=O)C2=CC(=C(C(=C2O)Cl)OCCN3CCN(CC3)C)Cl.Cl.Cl
D0E6FS , C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
D0E6GC , CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=NC=C3
D0E6GG , CCCCOC(=O)NC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13
D0E6GH , C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)OCCCC7=CC=CC=C7
D0E6IT , CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC(=CC=C2)C(=O)N)N
D0E6JS , CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
D0E6JX , CC1(C(N(CS1)C(=O)C(C(CC2=CC=CC=C2)NC(=O)COC3=CC=C(C=C3)N)O)C(=O)NC4C(CC5=CC=CC=C45)O)C
D0E6KF , CCC1=CC=C(C=C1)NC(=O)NC2=NC=C(N=C2)C3=CC4=C(C=C3)C(=O)C(CC4)(CC(=O)O)CC(F)(F)F
D0E6LC , CC1=C2C(=CC=C1)SC(C(=O)N2C3=NC4=C(C(=CC(=C4S3)F)F)F)CC(=O)O
D0E6LU , COC1=C(C=CC=N1)CC2=C(C=C(C=C2)O)O
D0E6ME , COC(CC1=CC=C(C=C1)N)C(=O)O
D0E6NR , C1CC2CN(CC2NC1)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5)F
D0E6NW , CC(CN1CCC2=C1C3=C(C=C2)OCC3)N
D0E6OA , COC1=C(C=C(C=C1)C2CCN(CC2)CCC3CCOC4=CC=CC=C34)OC
D0E6OC , COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
D0E6OJ , CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+]
D0E6ON , CC1=CC(=CC=C1)CCC(C(C)O)N2C=NC3=C(N=CN=C32)N
D0E6PQ , C1CNCCC1C2=C(C=CC=C2F)OC3=CC=CC=C3
D0E6RE , CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)NC)S(=O)(=O)CC
D0E6SB , CCC(C)(C)C(=O)[O-].[Na+]
