,Unnamed: 0,drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
190,190,D08MXP,T85799,D04FHB,6918852,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
191,191,D08MXP,T85799,D00VBT,59733314,CN1CCN(CC1)C2=CC(=CC(=C2)C(=O)NC3=C(NN=C3)C(=O)NC4CCCCC4)Cl
192,192,D08MXP,T85799,D0DX4J,67409219,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
193,193,D08MXP,T85799,D01XZG,0,zero
194,194,D08MXP,T85799,D03DKV,11285001,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl
195,195,D08MXP,T85799,D0IX4B,0,zero
196,196,D08MXP,T85799,D0P1CV,0,zero
197,197,D08MXP,T85799,DZJ3D5,0,zero
198,198,D08MXP,T85799,DKCU40,72195175,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5
199,199,D08MXP,T85799,D8ZV2Q,0,zero
200,200,D08MXP,T85799,D4IS0G,0,zero
201,201,D08MXP,T85799,D05IRT,23643975,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
202,202,D08MXP,T85799,D01UMT,5327686,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C
203,203,D08MXP,T85799,D0W8IY,23643976,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
204,204,D08MXP,T85799,D0WU1O,86269224,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
205,205,D08MXP,T85799,D08MXP,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
206,206,D08MXP,T85799,D00UZR,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
207,207,D08MXP,T85799,D0AP9E,68029831,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
208,208,D08MXP,T85799,D07ESC,11561674,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
209,209,D08MXP,T85799,D05SBO,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
210,210,D08MXP,T85799,D01HVT,57334219,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O
211,211,D08MXP,T85799,D0H4HD,0,zero
212,212,D08MXP,T85799,D07TVO,0,zero
213,213,D08MXP,T85799,D0KH7Q,0,zero
214,214,D08MXP,T85799,D0WJ3W,0,zero
215,215,D08MXP,T85799,D0X5VI,0,zero
216,216,D08MXP,T85799,D0Y8JF,0,zero
217,217,D08MXP,T85799,D0W4MN,0,zero
218,218,D08MXP,T85799,D04AKA,53378895,CC(C)(C)C1=CC=C(C=C1)N2C(=CC3=CN=C(N=C32)NC4=NC=C(C=C4)C(=O)N5CC6CCC(C5)N6)C(=O)N(C)C
219,219,D08MXP,T85799,D0WT7D,46937330,CN(C)C1CCN(CC1)C2=NC3=C(C=C2)NC(=N3)C(=O)C4=CC(=C(C=C4)C#N)C5=CN=CC6=CC=CC=C65
220,220,D08MXP,T85799,D08KKC,44818950,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C(N(C4=N3)C5CCCC5)C(=O)N(C)C
221,221,D08MXP,T85799,D0M5DX,0,zero
222,222,D08MXP,T85799,D03HED,89798202,C1CCC2(CC1)CNC(=O)C3=CC4=CN=C(N=C4N23)NC5=NC=C(C=C5)N6CCNCC6
223,223,D08MXP,T85799,D0FQ6V,739323,C1=C(C=C(C2=C1C(=CN2)CCN)Cl)Cl
224,224,D08MXP,T85799,D0LX6X,0,zero
225,225,D08MXP,T89361,D0J4ON,0,zero
226,226,D08MXP,T89361,D0MF5Y,0,zero
227,227,D08MXP,T89361,D0CI3C,102397231,C[NH+]1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4)O)O
228,228,D08MXP,T89361,D09OAH,73292,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]
229,229,D08MXP,T89361,D00RIX,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
230,230,D08MXP,T89361,D01UYI,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
231,231,D08MXP,T89361,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
232,232,D08MXP,T89361,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
233,233,D08MXP,T89361,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
234,234,D08MXP,T89361,D0Y6HA,0,zero
235,235,D08MXP,T89361,D0Z0KD,5330258,C1CC2CC1CC2N3C(=O)C=CC4=CN=C(N=C43)NC5=CC=C(C=C5)N6CCC(CC6)CCCO
236,236,D08MXP,T89361,D07ZJC,0,zero
237,237,D08MXP,T89361,D01XZG,0,zero
238,238,D08MXP,T89361,DKCU40,72195175,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5
239,239,D08MXP,T89361,D8ZV2Q,0,zero
240,240,D08MXP,T89361,D4IS0G,0,zero
241,241,D08MXP,T89361,D0WU1O,86269224,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
242,242,D08MXP,T89361,D08MXP,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
243,243,D08MXP,T89361,D00UZR,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
244,244,D08MXP,T89361,D0AP9E,68029831,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
245,245,D08MXP,T89361,D07ESC,11561674,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
246,246,D08MXP,T89361,D05SBO,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
247,247,D08MXP,T89361,D01HVT,57334219,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O
248,248,D08MXP,T89361,D0M5DX,0,zero
249,249,D08MXP,T89361,D07TVO,0,zero
250,250,D08MXP,T89361,D0KH7Q,0,zero
251,251,D08MXP,T89361,D0WJ3W,0,zero
252,252,D08MXP,T89361,D0X5VI,0,zero
253,253,D08MXP,T89361,D0Y8JF,0,zero
254,254,D08MXP,T89361,D0W4MN,0,zero
255,255,D02KKA,T69991,D0Y3PH,11844342,C1=CC2=C(C=C1O)C3=C(N2)C=CC4=C3C(=O)NC4=O
256,256,D02KKA,T69991,D02KKA,24856436,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O
257,257,D02KKA,T69991,DRQN21,0,zero
258,258,D00UZR,T85799,D0NV9O,0,zero
259,259,D00UZR,T85799,D09RYV,9911652,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=CC5=C(C=C4)OCCO5)N
260,260,D00UZR,T85799,D0P6JS,0,zero
261,261,D00UZR,T85799,D04WFN,10202471,CCN(CC)C(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)OCC4CCCCC4)NC=N3
262,262,D00UZR,T85799,D0D5HQ,5330797,C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)Br)NC5=C3N2)C(=O)NC4=O
263,263,D00UZR,T85799,D0VD8B,3004085,COC1=C2C(=C(C=C1)OC)NC3=CC=CC=C3C2=S
264,264,D00UZR,T85799,D07HPE,481747,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C
265,265,D00UZR,T85799,D09OAH,73292,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]
266,266,D00UZR,T85799,D02DLC,6539361,COC1=CC=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3
267,267,D00UZR,T85799,D0O0VP,0,zero
268,268,D00UZR,T85799,D0T2VG,5330598,C1=CC=NC(=C1)NC(=O)NC2=CC=CC3=C2C=CC=N3
269,269,D00UZR,T85799,D0M8CO,0,zero
270,270,D00UZR,T85799,D0G4JS,5330597,C1=CC=NC(=C1)NC(=O)NC2=CC3=C(C=C2)C=NN3
271,271,D00UZR,T85799,D0X1NW,5330596,C1=CC=C2C(=C1)C3=C(C2=O)C=CC=C3NC(=O)NC4=CC=CC=N4
272,272,D00UZR,T85799,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
273,273,D00UZR,T85799,D0Y5RO,4566,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
274,274,D00UZR,T85799,D0A5RM,9859248,zero
275,275,D00UZR,T85799,D06AOY,15422868,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43
276,276,D00UZR,T85799,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
277,277,D00UZR,T85799,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
278,278,D00UZR,T85799,D03VDM,787236,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
279,279,D00UZR,T85799,D0W6CE,10644450,CCC(C)C1C(C2C(CC(CC2(C(=O)C1(C)O)O)(C)O)C)(C)C(=O)C=COC
280,280,D00UZR,T85799,D0Y6HA,0,zero
281,281,D00UZR,T85799,D0Z0KD,5330258,C1CC2CC1CC2N3C(=O)C=CC4=CN=C(N=C43)NC5=CC=C(C=C5)N6CCC(CC6)CCCO
282,282,D00UZR,T85799,D07ZJC,0,zero
283,283,D00UZR,T85799,D04FHB,6918852,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
284,284,D00UZR,T85799,D00VBT,59733314,CN1CCN(CC1)C2=CC(=CC(=C2)C(=O)NC3=C(NN=C3)C(=O)NC4CCCCC4)Cl
285,285,D00UZR,T85799,D0DX4J,67409219,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
286,286,D00UZR,T85799,D01XZG,0,zero
287,287,D00UZR,T85799,D03DKV,11285001,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl
288,288,D00UZR,T85799,D0IX4B,0,zero
289,289,D00UZR,T85799,D0P1CV,0,zero
290,290,D00UZR,T85799,DZJ3D5,0,zero
291,291,D00UZR,T85799,DKCU40,72195175,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5
292,292,D00UZR,T85799,D8ZV2Q,0,zero
293,293,D00UZR,T85799,D4IS0G,0,zero
294,294,D00UZR,T85799,D05IRT,23643975,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
295,295,D00UZR,T85799,D01UMT,5327686,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C
296,296,D00UZR,T85799,D0W8IY,23643976,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
297,297,D00UZR,T85799,D0WU1O,86269224,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
298,298,D00UZR,T85799,D08MXP,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
299,299,D00UZR,T85799,D00UZR,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
300,300,D00UZR,T85799,D0AP9E,68029831,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
301,301,D00UZR,T85799,D07ESC,11561674,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
302,302,D00UZR,T85799,D05SBO,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
303,303,D00UZR,T85799,D01HVT,57334219,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O
304,304,D00UZR,T85799,D0H4HD,0,zero
305,305,D00UZR,T85799,D07TVO,0,zero
306,306,D00UZR,T85799,D0KH7Q,0,zero
307,307,D00UZR,T85799,D0WJ3W,0,zero
308,308,D00UZR,T85799,D0X5VI,0,zero
309,309,D00UZR,T85799,D0Y8JF,0,zero
310,310,D00UZR,T85799,D0W4MN,0,zero
311,311,D00UZR,T85799,D04AKA,53378895,CC(C)(C)C1=CC=C(C=C1)N2C(=CC3=CN=C(N=C32)NC4=NC=C(C=C4)C(=O)N5CC6CCC(C5)N6)C(=O)N(C)C
312,312,D00UZR,T85799,D0WT7D,46937330,CN(C)C1CCN(CC1)C2=NC3=C(C=C2)NC(=N3)C(=O)C4=CC(=C(C=C4)C#N)C5=CN=CC6=CC=CC=C65
313,313,D00UZR,T85799,D08KKC,44818950,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C(N(C4=N3)C5CCCC5)C(=O)N(C)C
314,314,D00UZR,T85799,D0M5DX,0,zero
315,315,D00UZR,T85799,D03HED,89798202,C1CCC2(CC1)CNC(=O)C3=CC4=CN=C(N=C4N23)NC5=NC=C(C=C5)N6CCNCC6
316,316,D00UZR,T85799,D0FQ6V,739323,C1=C(C=C(C2=C1C(=CN2)CCN)Cl)Cl
317,317,D00UZR,T85799,D0LX6X,0,zero
318,318,D00UZR,T89361,D0J4ON,0,zero
319,319,D00UZR,T89361,D0MF5Y,0,zero
320,320,D00UZR,T89361,D0CI3C,102397231,C[NH+]1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4)O)O
321,321,D00UZR,T89361,D09OAH,73292,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]
322,322,D00UZR,T89361,D00RIX,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
323,323,D00UZR,T89361,D01UYI,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
324,324,D00UZR,T89361,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
325,325,D00UZR,T89361,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
326,326,D00UZR,T89361,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
327,327,D00UZR,T89361,D0Y6HA,0,zero
328,328,D00UZR,T89361,D0Z0KD,5330258,C1CC2CC1CC2N3C(=O)C=CC4=CN=C(N=C43)NC5=CC=C(C=C5)N6CCC(CC6)CCCO
329,329,D00UZR,T89361,D07ZJC,0,zero
330,330,D00UZR,T89361,D01XZG,0,zero
331,331,D00UZR,T89361,DKCU40,72195175,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5
332,332,D00UZR,T89361,D8ZV2Q,0,zero
333,333,D00UZR,T89361,D4IS0G,0,zero
334,334,D00UZR,T89361,D0WU1O,86269224,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
335,335,D00UZR,T89361,D08MXP,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
336,336,D00UZR,T89361,D00UZR,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
337,337,D00UZR,T89361,D0AP9E,68029831,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
338,338,D00UZR,T89361,D07ESC,11561674,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
339,339,D00UZR,T89361,D05SBO,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
340,340,D00UZR,T89361,D01HVT,57334219,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O
341,341,D00UZR,T89361,D0M5DX,0,zero
342,342,D00UZR,T89361,D07TVO,0,zero
343,343,D00UZR,T89361,D0KH7Q,0,zero
344,344,D00UZR,T89361,D0WJ3W,0,zero
345,345,D00UZR,T89361,D0X5VI,0,zero
346,346,D00UZR,T89361,D0Y8JF,0,zero
347,347,D00UZR,T89361,D0W4MN,0,zero
348,348,D0E7PQ,T68547,D0Q5DI,71462653,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2
349,349,D0E7PQ,T68547,D0Z3BM,44342825,C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCCCC(=O)C(F)(F)F
350,350,D0E7PQ,T68547,D00KFF,9882812,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)C(F)(F)F
351,351,D0E7PQ,T68547,D0YY9M,9965141,C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO
352,352,D0E7PQ,T68547,D0AX7B,44341053,C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCCCCC(=O)C(F)(F)F
353,353,D0E7PQ,T68547,D0N0TS,0,zero
354,354,D0E7PQ,T68547,D05FEJ,44342872,C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCCCCCC(=O)C(F)(F)F
355,355,D0E7PQ,T68547,D02MQM,9927379,C1=CC=C(C=C1)NC(=O)CCCCCNC(=O)CBr
356,356,D0E7PQ,T68547,D0U3MB,9888071,C1=CC=C(C=C1)NC(=O)C(C2=CC=CC(=C2)C=CC(=O)NO)C(=O)NC3=CC=CC=C3
357,357,D0E7PQ,T68547,D0F0KS,44401305,C1=CC=C(C=C1)NC(=O)C(=O)NCCS
358,358,D0E7PQ,T68547,D01MFV,44401339,C1=CC=C(C=C1)NC(=O)CCC(=O)NCCS
359,359,D0E7PQ,T68547,D00SEE,11379392,C1=CC=C(C=C1)NC(=O)CCCCCCS
360,360,D0E7PQ,T68547,D0XZ9Q,11149404,C1=CC=C(C=C1)NC(=O)CCCCCCCS
361,361,D0E7PQ,T68547,D0B3ZM,11436024,C1=CC=C(C=C1)NC(=O)CCCCCS
362,362,D0E7PQ,T68547,D0D2KE,11608171,C1=CC=C(C=C1)NC(=O)CCCCS
363,363,D0E7PQ,T68547,D09YBN,11298778,C1=CC=C(C=C1)OCCCCCCS
364,364,D0E7PQ,T68547,D09ZNU,11817702,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
365,365,D0E7PQ,T68547,D04HSS,11447748,C1=CC=C(C=C1)C(=O)NCCCCCCS
366,366,D0E7PQ,T68547,D05GVY,11254470,CC(=O)SCCCCCCC(=O)NC1=CC=CC=C1
367,367,D0E7PQ,T68547,D01XWZ,11220728,C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)CCCCCCS
368,368,D0E7PQ,T68547,D05XAN,11449823,C1=CC=C(C=C1)C2=CC(=CC=C2)NC(=O)CCCCCCS
369,369,D0E7PQ,T68547,D0R4BS,0,zero
370,370,D0E7PQ,T68547,D0R5VG,11472431,C1=CC=C(C=C1)CCCCC(=O)NC2=CC=C(C=C2)C(=O)NO
371,371,D0E7PQ,T68547,D0QO0L,11312563,CCC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
372,372,D0E7PQ,T68547,D07FJU,11345433,C1=CC(=CN=C1)NC(=O)CCCCCCS
373,373,D0E7PQ,T68547,D0T4IY,10379373,C1=CC=C2C(=C1)C=C(C=N2)NC(=O)CCCCCCS
374,374,D0E7PQ,T68547,D0Z5KX,11346934,C1=CC=C2C(=C1)N=C(S2)NC(=O)CCCCCCS
375,375,D0E7PQ,T68547,D06XNP,11277483,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCS
376,376,D0E7PQ,T68547,D04ZDI,11231829,CCC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
377,377,D0E7PQ,T68547,D06VBN,11347053,CCC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
378,378,D0E7PQ,T68547,D05LLX,11287488,CCCC(=O)NC1=CC=C(C=C1)C(=O)NO
379,379,D0E7PQ,T68547,D0S7WQ,9994848,C1=CC=C(C=C1)CCCC(=O)NC2=CC=C(C=C2)C(=O)NO
380,380,D0E7PQ,T68547,D0C0VP,23327627,C1CCCCCC[N+]2=CC=CC(=C2)CCCCCCC=CCCCCCC[N+]3=CC=CC(=C3)CCCCC1.C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-]
381,381,D0E7PQ,T68547,D02VVU,44328873,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NO
382,382,D0E7PQ,T68547,D03XXI,44341224,C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCCCCC(=O)C(=O)O
383,383,D0E7PQ,T68547,D04LLD,22915465,C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCCCCC(=O)NO
384,384,D0E7PQ,T68547,D04ETX,44342886,C1=CC=C(C=C1)OCCCCCCC(=O)C(F)(F)F
385,385,D0E7PQ,T68547,D0NL6C,0,zero
386,386,D0E7PQ,T68547,D06BKA,44342905,C1=CC=C(C=C1)OC2=CC=C(C=C2)OCCCCCCC(=O)C(F)(F)F
387,387,D0E7PQ,T68547,D0B2ZJ,44350718,C1=CC=C(C=C1)C2=CC(=CC=C2)OCCCCCCC(=O)C3=NC=CO3
388,388,D0E7PQ,T68547,D05VFP,44350703,C1=CC=C2C=C(C=CC2=C1)OCCCCCCC(=O)C3=NC=CO3
389,389,D0E7PQ,T68547,D0KE3I,0,zero
390,390,D0E7PQ,T68547,D0V2ZO,11528707,C1=CC(=CC=C1CCCCC(=O)NO)Cl
391,391,D0E7PQ,T68547,D04NSP,11086699,C1=CC(=CC=C1C(=O)NCCCCCC(=O)NO)O
392,392,D0E7PQ,T68547,D0RU1X,298878,C1=CC=C(C=C1)C(=O)CCCCCCC(=O)O
393,393,D0E7PQ,T68547,D02WZK,44350626,C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCCCCC(=O)C3=NC=CO3
394,394,D0E7PQ,T68547,D04GGW,10967421,C1=CN=CC=C1NC(=O)CCCCCCC(=O)NO
395,395,D0E7PQ,T68547,D0E8KR,11747496,C1=CC=NC(=C1)NC(=O)CCCCCCC(=O)NO
396,396,D0E7PQ,T68547,D05ZGM,25798548,C1=CC=C(C=C1)OCCCCCCC(=O)NO
397,397,D0E7PQ,T68547,D0A5LS,403373,C1=CC(=CC=C1C(=O)NCCCCCC(=O)NO)Cl
398,398,D0E7PQ,T68547,D0C2KD,9943996,C1=CC(=CC=C1C(=O)NCCCCCC(=O)NO)[N+](=O)[O-]
399,399,D0E7PQ,T68547,D0H9DS,14098189,C1=CC=C(C=C1)CCCCCCCC(=O)NO
400,400,D0E7PQ,T68547,D01RJY,44349481,C1=CC=C(C=C1)C2=CC=C(C=C2)CCCCCCC(=O)NO
401,401,D0E7PQ,T68547,D02UTC,11323577,C1=CC=C(C=C1)CC(=O)NCC2=CC=C(C=C2)C(=O)NO
402,402,D0E7PQ,T68547,D0Z7YS,44361923,CCCCC(=O)NCC1=CC=C(C=C1)C(=O)NO
403,403,D0E7PQ,T68547,D01XXN,11196500,C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)C(=O)NO
404,404,D0E7PQ,T68547,D03FOD,21397854,CC(C)(C)C1=CC=C(C=C1)C(=O)NO
405,405,D0E7PQ,T68547,D0R3XO,44437883,CC1C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)(C)C)CCCCCSSC3=CC=CC=N3
406,406,D0E7PQ,T68547,D0U0EZ,44437880,CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCSSC3=CC=CC=N3)CO)C
407,407,D0E7PQ,T68547,D0E8UH,44437879,CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCSSC3=CC=CC=N3)COCC4=CC=CC=C4)C
408,408,D0E7PQ,T68547,D03PRG,44437878,CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCSSC3=CC=CC=N3)CCCC4=CC=CC=C4)C
409,409,D0E7PQ,T68547,D0X4QC,44437877,CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCSSC3=CC=CC=N3)CCC4=CC=CC=C4)C
410,410,D0E7PQ,T68547,D0G1EX,44437876,CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCSSC3=CC=CC=N3)C4=CC=CC=C4)C
411,411,D0E7PQ,T68547,D0N5RV,0,zero
412,412,D0E7PQ,T68547,D0Z6HR,44437874,CC1C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)(C)CC3=CC=CC=C3)CCCCCSSC4=CC=CC=N4
413,413,D0E7PQ,T68547,D04CDZ,44437873,CC1C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)(C)CC3=CC=CC=C3)CCCCCSSC4=CC=CC=N4
414,414,D0E7PQ,T68547,D00XTC,44437872,CC1C(=O)N2CCCC2C(=O)NC(C(=O)NC3(CCC4=CC=CC=C43)C(=O)N1)CCCCCSSC5=CC=CC=N5
